,company_id,day,employee_headcount
11513,6.0,2013-09-08,838.0
11514,7.0,2013-09-08,815.0
11515,8.0,2013-09-08,693.0
11516,9.0,2013-09-08,617.0
11517,10.0,2013-09-08,570.0
11518,11.0,2013-09-08,14.0
11519,12.0,2013-09-08,16.0
11520,1.0,2013-09-09,5519.0
11521,2.0,2013-09-09,2696.0
11522,3.0,2013-09-09,1789.0
11523,4.0,2013-09-09,1352.0
11524,5.0,2013-09-09,1144.0
11525,6.0,2013-09-09,839.0
11526,7.0,2013-09-09,816.0
11527,8.0,2013-09-09,694.0
11528,9.0,2013-09-09,620.0
11529,10.0,2013-09-09,571.0
11530,11.0,2013-09-09,14.0
11531,12.0,2013-09-09,16.0
11532,1.0,2013-09-10,5520.0
11533,2.0,2013-09-10,2697.0
11534,3.0,2013-09-10,1789.0
11535,4.0,2013-09-10,1352.0
11536,5.0,2013-09-10,1145.0
11537,6.0,2013-09-10,839.0
11538,7.0,2013-09-10,816.0
11539,8.0,2013-09-10,694.0
11540,9.0,2013-09-10,620.0
11541,10.0,2013-09-10,571.0
11542,11.0,2013-09-10,14.0
11543,12.0,2013-09-10,16.0
11544,1.0,2013-09-11,5522.0
11545,2.0,2013-09-11,2697.0
11546,3.0,2013-09-11,1790.0
11547,4.0,2013-09-11,1352.0
11548,5.0,2013-09-11,1145.0
11549,6.0,2013-09-11,839.0
11550,7.0,2013-09-11,816.0
11551,8.0,2013-09-11,695.0
11552,9.0,2013-09-11,620.0
11553,10.0,2013-09-11,572.0
11554,11.0,2013-09-11,14.0
11555,12.0,2013-09-11,16.0
11556,1.0,2013-09-12,5522.0
11557,2.0,2013-09-12,2697.0
11558,3.0,2013-09-12,1790.0
11559,4.0,2013-09-12,1352.0
11560,5.0,2013-09-12,1145.0
11561,6.0,2013-09-12,839.0
11562,7.0,2013-09-12,816.0
11563,8.0,2013-09-12,695.0
11564,9.0,2013-09-12,620.0
11565,10.0,2013-09-12,572.0
11566,11.0,2013-09-12,14.0
11567,12.0,2013-09-12,16.0
11568,1.0,2013-09-13,5522.0
11569,2.0,2013-09-13,2697.0
11570,3.0,2013-09-13,1790.0
11571,4.0,2013-09-13,1352.0
11572,5.0,2013-09-13,1145.0
11573,6.0,2013-09-13,839.0
11574,7.0,2013-09-13,816.0
11575,8.0,2013-09-13,695.0
11576,9.0,2013-09-13,620.0
11577,10.0,2013-09-13,572.0
11578,11.0,2013-09-13,14.0
11579,12.0,2013-09-13,16.0
11580,1.0,2013-09-14,5522.0
11581,2.0,2013-09-14,2697.0
11582,3.0,2013-09-14,1790.0
11583,4.0,2013-09-14,1352.0
11584,5.0,2013-09-14,1145.0
11585,6.0,2013-09-14,839.0
11586,7.0,2013-09-14,816.0
11587,8.0,2013-09-14,695.0
11588,9.0,2013-09-14,620.0
11589,10.0,2013-09-14,572.0
11590,11.0,2013-09-14,14.0
11591,12.0,2013-09-14,16.0
11592,1.0,2013-09-15,5522.0
11593,2.0,2013-09-15,2697.0
11594,3.0,2013-09-15,1790.0
11595,4.0,2013-09-15,1352.0
11596,5.0,2013-09-15,1145.0
11597,6.0,2013-09-15,839.0
11598,7.0,2013-09-15,816.0
11599,8.0,2013-09-15,695.0
11600,9.0,2013-09-15,620.0
11601,10.0,2013-09-15,572.0
11602,11.0,2013-09-15,14.0
11603,12.0,2013-09-15,16.0
11604,1.0,2013-09-16,5538.0
11605,2.0,2013-09-16,2702.0
11606,3.0,2013-09-16,1792.0
11607,4.0,2013-09-16,1353.0
11608,5.0,2013-09-16,1145.0
11609,6.0,2013-09-16,840.0
11610,7.0,2013-09-16,818.0
11611,8.0,2013-09-16,698.0
11612,9.0,2013-09-16,620.0
11613,10.0,2013-09-16,574.0
11614,11.0,2013-09-16,14.0
11615,12.0,2013-09-16,16.0
11616,1.0,2013-09-17,5541.0
11617,2.0,2013-09-17,2702.0
11618,3.0,2013-09-17,1792.0
11619,4.0,2013-09-17,1354.0
11620,5.0,2013-09-17,1145.0
11621,6.0,2013-09-17,841.0
11622,7.0,2013-09-17,819.0
11623,8.0,2013-09-17,698.0
11624,9.0,2013-09-17,620.0
11625,10.0,2013-09-17,574.0
11626,11.0,2013-09-17,14.0
11627,12.0,2013-09-17,16.0
11628,1.0,2013-09-18,5542.0
11629,2.0,2013-09-18,2703.0
11630,3.0,2013-09-18,1792.0
11631,4.0,2013-09-18,1354.0
11632,5.0,2013-09-18,1145.0
11633,6.0,2013-09-18,841.0
11634,7.0,2013-09-18,821.0
11635,8.0,2013-09-18,698.0
11636,9.0,2013-09-18,620.0
11637,10.0,2013-09-18,574.0
11638,11.0,2013-09-18,14.0
11639,12.0,2013-09-18,16.0
11640,1.0,2013-09-19,5542.0
11641,2.0,2013-09-19,2703.0
11642,3.0,2013-09-19,1792.0
11643,4.0,2013-09-19,1354.0
11644,5.0,2013-09-19,1145.0
11645,6.0,2013-09-19,841.0
11646,7.0,2013-09-19,822.0
11647,8.0,2013-09-19,698.0
11648,9.0,2013-09-19,620.0
11649,10.0,2013-09-19,574.0
11650,11.0,2013-09-19,14.0
11651,12.0,2013-09-19,16.0
11652,1.0,2013-09-20,5542.0
11653,2.0,2013-09-20,2703.0
11654,3.0,2013-09-20,1792.0
11655,4.0,2013-09-20,1354.0
11656,5.0,2013-09-20,1145.0
11657,6.0,2013-09-20,841.0
11658,7.0,2013-09-20,822.0
11659,8.0,2013-09-20,698.0
11660,9.0,2013-09-20,620.0
11661,10.0,2013-09-20,574.0
11662,11.0,2013-09-20,14.0
11663,12.0,2013-09-20,16.0
11664,1.0,2013-09-21,5542.0
11665,2.0,2013-09-21,2703.0
11666,3.0,2013-09-21,1792.0
11667,4.0,2013-09-21,1354.0
11668,5.0,2013-09-21,1145.0
11669,6.0,2013-09-21,841.0
11670,7.0,2013-09-21,822.0
11671,8.0,2013-09-21,698.0
11672,9.0,2013-09-21,620.0
11673,10.0,2013-09-21,574.0
11674,11.0,2013-09-21,14.0
11675,12.0,2013-09-21,16.0
11676,1.0,2013-09-22,5542.0
11677,2.0,2013-09-22,2703.0
11678,3.0,2013-09-22,1792.0
11679,4.0,2013-09-22,1354.0
11680,5.0,2013-09-22,1145.0
11681,6.0,2013-09-22,841.0
11682,7.0,2013-09-22,822.0
11683,8.0,2013-09-22,698.0
11684,9.0,2013-09-22,620.0
11685,10.0,2013-09-22,574.0
11686,11.0,2013-09-22,14.0
11687,12.0,2013-09-22,16.0
11688,1.0,2013-09-23,5558.0
11689,2.0,2013-09-23,2705.0
11690,3.0,2013-09-23,1800.0
11691,4.0,2013-09-23,1355.0
11692,5.0,2013-09-23,1145.0
11693,6.0,2013-09-23,842.0
11694,7.0,2013-09-23,824.0
11695,8.0,2013-09-23,698.0
11696,9.0,2013-09-23,622.0
11697,10.0,2013-09-23,575.0
11698,11.0,2013-09-23,14.0
11699,12.0,2013-09-23,16.0
11700,1.0,2013-09-24,5558.0
11701,2.0,2013-09-24,2705.0
11702,3.0,2013-09-24,1800.0
11703,4.0,2013-09-24,1355.0
11704,5.0,2013-09-24,1145.0
11705,6.0,2013-09-24,842.0
11706,7.0,2013-09-24,825.0
11707,8.0,2013-09-24,698.0
11708,9.0,2013-09-24,622.0
11709,10.0,2013-09-24,575.0
11710,11.0,2013-09-24,14.0
11711,12.0,2013-09-24,16.0
11712,1.0,2013-09-25,5558.0
11713,2.0,2013-09-25,2706.0
11714,3.0,2013-09-25,1800.0
11715,4.0,2013-09-25,1355.0
11716,5.0,2013-09-25,1145.0
11717,6.0,2013-09-25,842.0
11718,7.0,2013-09-25,825.0
11719,8.0,2013-09-25,698.0
11720,9.0,2013-09-25,623.0
11721,10.0,2013-09-25,575.0
11722,11.0,2013-09-25,14.0
11723,12.0,2013-09-25,16.0
11724,1.0,2013-09-26,5558.0
11725,2.0,2013-09-26,2706.0
11726,3.0,2013-09-26,1800.0
11727,4.0,2013-09-26,1355.0
11728,5.0,2013-09-26,1145.0
11729,6.0,2013-09-26,842.0
11730,7.0,2013-09-26,825.0
11731,8.0,2013-09-26,698.0
11732,9.0,2013-09-26,623.0
11733,10.0,2013-09-26,575.0
11734,11.0,2013-09-26,14.0
11735,12.0,2013-09-26,16.0
11736,1.0,2013-09-27,5558.0
11737,2.0,2013-09-27,2706.0
11738,3.0,2013-09-27,1800.0
11739,4.0,2013-09-27,1355.0
11740,5.0,2013-09-27,1145.0
11741,6.0,2013-09-27,842.0
11742,7.0,2013-09-27,825.0
11743,8.0,2013-09-27,698.0
11744,9.0,2013-09-27,623.0
11745,10.0,2013-09-27,575.0
11746,11.0,2013-09-27,14.0
11747,12.0,2013-09-27,16.0
11748,1.0,2013-09-28,5558.0
11749,2.0,2013-09-28,2706.0
11750,3.0,2013-09-28,1800.0
11751,4.0,2013-09-28,1355.0
11752,5.0,2013-09-28,1145.0
11753,6.0,2013-09-28,842.0
11754,7.0,2013-09-28,825.0
11755,8.0,2013-09-28,698.0
11756,9.0,2013-09-28,623.0
11757,10.0,2013-09-28,575.0
11758,11.0,2013-09-28,14.0
11759,12.0,2013-09-28,16.0
11760,1.0,2013-09-29,5558.0
11761,2.0,2013-09-29,2706.0
11762,3.0,2013-09-29,1800.0
11763,4.0,2013-09-29,1355.0
11764,5.0,2013-09-29,1145.0
11765,6.0,2013-09-29,842.0
11766,7.0,2013-09-29,825.0
11767,8.0,2013-09-29,698.0
11768,9.0,2013-09-29,623.0
11769,10.0,2013-09-29,575.0
11770,11.0,2013-09-29,14.0
11771,12.0,2013-09-29,16.0
11772,1.0,2013-09-30,5571.0
11773,2.0,2013-09-30,2712.0
11774,3.0,2013-09-30,1801.0
11775,4.0,2013-09-30,1357.0
11776,5.0,2013-09-30,1147.0
11777,6.0,2013-09-30,842.0
11778,7.0,2013-09-30,826.0
11779,8.0,2013-09-30,699.0
11780,9.0,2013-09-30,623.0
11781,10.0,2013-09-30,575.0
11782,11.0,2013-09-30,14.0
11783,12.0,2013-09-30,16.0
11784,1.0,2013-10-01,5572.0
11785,2.0,2013-10-01,2713.0
11786,3.0,2013-10-01,1801.0
11787,4.0,2013-10-01,1357.0
11788,5.0,2013-10-01,1147.0
11789,6.0,2013-10-01,842.0
11790,7.0,2013-10-01,826.0
11791,8.0,2013-10-01,700.0
11792,9.0,2013-10-01,623.0
11793,10.0,2013-10-01,575.0
11794,11.0,2013-10-01,14.0
11795,12.0,2013-10-01,16.0
11796,1.0,2013-10-02,5573.0
11797,2.0,2013-10-02,2713.0
11798,3.0,2013-10-02,1801.0
11799,4.0,2013-10-02,1357.0
11800,5.0,2013-10-02,1147.0
11801,6.0,2013-10-02,843.0
11802,7.0,2013-10-02,827.0
11803,8.0,2013-10-02,701.0
11804,9.0,2013-10-02,624.0
11805,10.0,2013-10-02,575.0
11806,11.0,2013-10-02,14.0
11807,12.0,2013-10-02,16.0
11808,1.0,2013-10-03,5573.0
11809,2.0,2013-10-03,2713.0
11810,3.0,2013-10-03,1801.0
11811,4.0,2013-10-03,1357.0
11812,5.0,2013-10-03,1147.0
11813,6.0,2013-10-03,843.0
11814,7.0,2013-10-03,827.0
11815,8.0,2013-10-03,701.0
11816,9.0,2013-10-03,624.0
11817,10.0,2013-10-03,575.0
11818,11.0,2013-10-03,14.0
11819,12.0,2013-10-03,16.0
11820,1.0,2013-10-04,5573.0
11821,2.0,2013-10-04,2713.0
11822,3.0,2013-10-04,1801.0
11823,4.0,2013-10-04,1357.0
11824,5.0,2013-10-04,1147.0
11825,6.0,2013-10-04,843.0
11826,7.0,2013-10-04,827.0
11827,8.0,2013-10-04,701.0
11828,9.0,2013-10-04,624.0
11829,10.0,2013-10-04,575.0
11830,11.0,2013-10-04,14.0
11831,12.0,2013-10-04,16.0
11832,1.0,2013-10-05,5573.0
11833,2.0,2013-10-05,2713.0
11834,3.0,2013-10-05,1801.0
11835,4.0,2013-10-05,1357.0
11836,5.0,2013-10-05,1147.0
11837,6.0,2013-10-05,843.0
11838,7.0,2013-10-05,827.0
11839,8.0,2013-10-05,701.0
11840,9.0,2013-10-05,624.0
11841,10.0,2013-10-05,575.0
11842,11.0,2013-10-05,14.0
11843,12.0,2013-10-05,16.0
11844,1.0,2013-10-06,5573.0
11845,2.0,2013-10-06,2713.0
11846,3.0,2013-10-06,1801.0
11847,4.0,2013-10-06,1357.0
11848,5.0,2013-10-06,1147.0
11849,6.0,2013-10-06,843.0
11850,7.0,2013-10-06,827.0
11851,8.0,2013-10-06,701.0
11852,9.0,2013-10-06,624.0
11853,10.0,2013-10-06,575.0
11854,11.0,2013-10-06,14.0
11855,12.0,2013-10-06,16.0
11856,1.0,2013-10-07,5585.0
11857,2.0,2013-10-07,2715.0
11858,3.0,2013-10-07,1807.0
11859,4.0,2013-10-07,1360.0
11860,5.0,2013-10-07,1149.0
11861,6.0,2013-10-07,847.0
11862,7.0,2013-10-07,829.0
11863,8.0,2013-10-07,702.0
11864,9.0,2013-10-07,627.0
11865,10.0,2013-10-07,576.0
11866,11.0,2013-10-07,14.0
11867,12.0,2013-10-07,16.0
11868,1.0,2013-10-08,5587.0
11869,2.0,2013-10-08,2716.0
11870,3.0,2013-10-08,1809.0
11871,4.0,2013-10-08,1360.0
11872,5.0,2013-10-08,1149.0
11873,6.0,2013-10-08,847.0
11874,7.0,2013-10-08,829.0
11875,8.0,2013-10-08,702.0
11876,9.0,2013-10-08,627.0
11877,10.0,2013-10-08,576.0
11878,11.0,2013-10-08,14.0
11879,12.0,2013-10-08,16.0
11880,1.0,2013-10-09,5587.0
11881,2.0,2013-10-09,2716.0
11882,3.0,2013-10-09,1811.0
11883,4.0,2013-10-09,1360.0
11884,5.0,2013-10-09,1151.0
11885,6.0,2013-10-09,848.0
11886,7.0,2013-10-09,829.0
11887,8.0,2013-10-09,703.0
11888,9.0,2013-10-09,627.0
11889,10.0,2013-10-09,576.0
11890,11.0,2013-10-09,14.0
11891,12.0,2013-10-09,16.0
11892,1.0,2013-10-10,5587.0
11893,2.0,2013-10-10,2716.0
11894,3.0,2013-10-10,1811.0
11895,4.0,2013-10-10,1360.0
11896,5.0,2013-10-10,1151.0
11897,6.0,2013-10-10,848.0
11898,7.0,2013-10-10,829.0
11899,8.0,2013-10-10,703.0
11900,9.0,2013-10-10,627.0
11901,10.0,2013-10-10,576.0
11902,11.0,2013-10-10,14.0
11903,12.0,2013-10-10,16.0
11904,1.0,2013-10-11,5587.0
11905,2.0,2013-10-11,2716.0
11906,3.0,2013-10-11,1811.0
11907,4.0,2013-10-11,1360.0
11908,5.0,2013-10-11,1151.0
11909,6.0,2013-10-11,848.0
11910,7.0,2013-10-11,829.0
11911,8.0,2013-10-11,703.0
11912,9.0,2013-10-11,627.0
11913,10.0,2013-10-11,576.0
11914,11.0,2013-10-11,14.0
11915,12.0,2013-10-11,16.0
11916,1.0,2013-10-12,5587.0
11917,2.0,2013-10-12,2716.0
11918,3.0,2013-10-12,1811.0
11919,4.0,2013-10-12,1360.0
11920,5.0,2013-10-12,1151.0
11921,6.0,2013-10-12,848.0
11922,7.0,2013-10-12,829.0
11923,8.0,2013-10-12,703.0
11924,9.0,2013-10-12,627.0
11925,10.0,2013-10-12,576.0
11926,11.0,2013-10-12,14.0
11927,12.0,2013-10-12,16.0
11928,1.0,2013-10-13,5587.0
11929,2.0,2013-10-13,2716.0
11930,3.0,2013-10-13,1811.0
11931,4.0,2013-10-13,1360.0
11932,5.0,2013-10-13,1151.0
11933,6.0,2013-10-13,848.0
11934,7.0,2013-10-13,829.0
11935,8.0,2013-10-13,703.0
11936,9.0,2013-10-13,627.0
11937,10.0,2013-10-13,576.0
11938,11.0,2013-10-13,14.0
11939,12.0,2013-10-13,16.0
11940,1.0,2013-10-14,5602.0
11941,2.0,2013-10-14,2721.0
11942,3.0,2013-10-14,1815.0
11943,4.0,2013-10-14,1365.0
11944,5.0,2013-10-14,1155.0
11945,6.0,2013-10-14,848.0
11946,7.0,2013-10-14,829.0
11947,8.0,2013-10-14,704.0
11948,9.0,2013-10-14,628.0
11949,10.0,2013-10-14,577.0
11950,11.0,2013-10-14,14.0
11951,12.0,2013-10-14,16.0
11952,1.0,2013-10-15,5603.0
11953,2.0,2013-10-15,2721.0
11954,3.0,2013-10-15,1816.0
11955,4.0,2013-10-15,1365.0
11956,5.0,2013-10-15,1155.0
11957,6.0,2013-10-15,848.0
11958,7.0,2013-10-15,829.0
11959,8.0,2013-10-15,704.0
11960,9.0,2013-10-15,628.0
11961,10.0,2013-10-15,577.0
11962,11.0,2013-10-15,14.0
11963,12.0,2013-10-15,16.0
11964,1.0,2013-10-16,5603.0
11965,2.0,2013-10-16,2722.0
11966,3.0,2013-10-16,1816.0
11967,4.0,2013-10-16,1365.0
11968,5.0,2013-10-16,1156.0
11969,6.0,2013-10-16,848.0
11970,7.0,2013-10-16,829.0
11971,8.0,2013-10-16,704.0
11972,9.0,2013-10-16,628.0
11973,10.0,2013-10-16,577.0
11974,11.0,2013-10-16,14.0
11975,12.0,2013-10-16,16.0
11976,1.0,2013-10-17,5604.0
11977,2.0,2013-10-17,2722.0
11978,3.0,2013-10-17,1816.0
11979,4.0,2013-10-17,1365.0
11980,5.0,2013-10-17,1156.0
11981,6.0,2013-10-17,848.0
11982,7.0,2013-10-17,829.0
11983,8.0,2013-10-17,704.0
11984,9.0,2013-10-17,628.0
11985,10.0,2013-10-17,577.0
11986,11.0,2013-10-17,14.0
11987,12.0,2013-10-17,16.0
11988,1.0,2013-10-18,5604.0
11989,2.0,2013-10-18,2722.0
11990,3.0,2013-10-18,1816.0
11991,4.0,2013-10-18,1365.0
11992,5.0,2013-10-18,1156.0
11993,6.0,2013-10-18,848.0
11994,7.0,2013-10-18,829.0
11995,8.0,2013-10-18,704.0
11996,9.0,2013-10-18,628.0
11997,10.0,2013-10-18,577.0
11998,11.0,2013-10-18,14.0
11999,12.0,2013-10-18,16.0
12000,1.0,2013-10-19,5604.0
12001,2.0,2013-10-19,2722.0
12002,3.0,2013-10-19,1816.0
12003,4.0,2013-10-19,1365.0
12004,5.0,2013-10-19,1156.0
12005,6.0,2013-10-19,848.0
12006,7.0,2013-10-19,829.0
12007,8.0,2013-10-19,704.0
12008,9.0,2013-10-19,628.0
12009,10.0,2013-10-19,577.0
12010,11.0,2013-10-19,14.0
12011,12.0,2013-10-19,16.0
12012,1.0,2013-10-20,5604.0
12013,2.0,2013-10-20,2722.0
12014,3.0,2013-10-20,1816.0
12015,4.0,2013-10-20,1365.0
12016,5.0,2013-10-20,1156.0
12017,6.0,2013-10-20,848.0
12018,7.0,2013-10-20,829.0
12019,8.0,2013-10-20,704.0
12020,9.0,2013-10-20,628.0
12021,10.0,2013-10-20,577.0
12022,11.0,2013-10-20,14.0
12023,12.0,2013-10-20,16.0
12024,1.0,2013-10-21,5627.0
12025,2.0,2013-10-21,2728.0
12026,3.0,2013-10-21,1821.0
12027,4.0,2013-10-21,1370.0
12028,5.0,2013-10-21,1159.0
12029,6.0,2013-10-21,850.0
12030,7.0,2013-10-21,831.0
12031,8.0,2013-10-21,707.0
12032,9.0,2013-10-21,629.0
12033,10.0,2013-10-21,577.0
12034,11.0,2013-10-21,14.0
12035,12.0,2013-10-21,16.0
12036,1.0,2013-10-22,5629.0
12037,2.0,2013-10-22,2728.0
12038,3.0,2013-10-22,1821.0
12039,4.0,2013-10-22,1370.0
12040,5.0,2013-10-22,1159.0
12041,6.0,2013-10-22,850.0
12042,7.0,2013-10-22,831.0
12043,8.0,2013-10-22,707.0
12044,9.0,2013-10-22,629.0
12045,10.0,2013-10-22,578.0
12046,11.0,2013-10-22,14.0
12047,12.0,2013-10-22,16.0
12048,1.0,2013-10-23,5630.0
12049,2.0,2013-10-23,2728.0
12050,3.0,2013-10-23,1822.0
12051,4.0,2013-10-23,1370.0
12052,5.0,2013-10-23,1159.0
12053,6.0,2013-10-23,850.0
12054,7.0,2013-10-23,831.0
12055,8.0,2013-10-23,708.0
12056,9.0,2013-10-23,629.0
12057,10.0,2013-10-23,578.0
12058,11.0,2013-10-23,14.0
12059,12.0,2013-10-23,16.0
12060,1.0,2013-10-24,5630.0
12061,2.0,2013-10-24,2728.0
12062,3.0,2013-10-24,1822.0
12063,4.0,2013-10-24,1370.0
12064,5.0,2013-10-24,1159.0
12065,6.0,2013-10-24,850.0
12066,7.0,2013-10-24,831.0
12067,8.0,2013-10-24,708.0
12068,9.0,2013-10-24,629.0
12069,10.0,2013-10-24,578.0
12070,11.0,2013-10-24,14.0
12071,12.0,2013-10-24,16.0
12072,1.0,2013-10-25,5630.0
12073,2.0,2013-10-25,2728.0
12074,3.0,2013-10-25,1822.0
12075,4.0,2013-10-25,1370.0
12076,5.0,2013-10-25,1159.0
12077,6.0,2013-10-25,850.0
12078,7.0,2013-10-25,831.0
12079,8.0,2013-10-25,708.0
12080,9.0,2013-10-25,629.0
12081,10.0,2013-10-25,578.0
12082,11.0,2013-10-25,14.0
12083,12.0,2013-10-25,16.0
12084,1.0,2013-10-26,5630.0
12085,2.0,2013-10-26,2728.0
12086,3.0,2013-10-26,1822.0
12087,4.0,2013-10-26,1370.0
12088,5.0,2013-10-26,1159.0
12089,6.0,2013-10-26,850.0
12090,7.0,2013-10-26,831.0
12091,8.0,2013-10-26,708.0
12092,9.0,2013-10-26,629.0
12093,10.0,2013-10-26,578.0
12094,11.0,2013-10-26,14.0
12095,12.0,2013-10-26,16.0
12096,1.0,2013-10-27,5630.0
12097,2.0,2013-10-27,2728.0
12098,3.0,2013-10-27,1822.0
12099,4.0,2013-10-27,1370.0
12100,5.0,2013-10-27,1159.0
12101,6.0,2013-10-27,850.0
12102,7.0,2013-10-27,831.0
12103,8.0,2013-10-27,708.0
12104,9.0,2013-10-27,629.0
12105,10.0,2013-10-27,578.0
12106,11.0,2013-10-27,14.0
12107,12.0,2013-10-27,16.0
12108,1.0,2013-10-28,5634.0
12109,2.0,2013-10-28,2733.0
12110,3.0,2013-10-28,1826.0
12111,4.0,2013-10-28,1377.0
12112,5.0,2013-10-28,1159.0
12113,6.0,2013-10-28,853.0
12114,7.0,2013-10-28,832.0
12115,8.0,2013-10-28,708.0
12116,9.0,2013-10-28,629.0
12117,10.0,2013-10-28,578.0
12118,11.0,2013-10-28,14.0
12119,12.0,2013-10-28,16.0
12120,1.0,2013-10-29,5634.0
12121,2.0,2013-10-29,2734.0
12122,3.0,2013-10-29,1826.0
12123,4.0,2013-10-29,1377.0
12124,5.0,2013-10-29,1160.0
12125,6.0,2013-10-29,853.0
12126,7.0,2013-10-29,832.0
12127,8.0,2013-10-29,708.0
12128,9.0,2013-10-29,629.0
12129,10.0,2013-10-29,578.0
12130,11.0,2013-10-29,14.0
12131,12.0,2013-10-29,16.0
12132,1.0,2013-10-30,5635.0
12133,2.0,2013-10-30,2734.0
12134,3.0,2013-10-30,1826.0
12135,4.0,2013-10-30,1377.0
12136,5.0,2013-10-30,1160.0
12137,6.0,2013-10-30,854.0
12138,7.0,2013-10-30,832.0
12139,8.0,2013-10-30,708.0
12140,9.0,2013-10-30,629.0
12141,10.0,2013-10-30,578.0
12142,11.0,2013-10-30,14.0
12143,12.0,2013-10-30,16.0
12144,1.0,2013-10-31,5635.0
12145,2.0,2013-10-31,2734.0
12146,3.0,2013-10-31,1827.0
12147,4.0,2013-10-31,1377.0
12148,5.0,2013-10-31,1160.0
12149,6.0,2013-10-31,854.0
12150,7.0,2013-10-31,832.0
12151,8.0,2013-10-31,708.0
12152,9.0,2013-10-31,629.0
12153,10.0,2013-10-31,578.0
12154,11.0,2013-10-31,14.0
12155,12.0,2013-10-31,16.0
12156,1.0,2013-11-01,5635.0
12157,2.0,2013-11-01,2734.0
12158,3.0,2013-11-01,1827.0
12159,4.0,2013-11-01,1377.0
12160,5.0,2013-11-01,1160.0
12161,6.0,2013-11-01,854.0
12162,7.0,2013-11-01,832.0
12163,8.0,2013-11-01,708.0
12164,9.0,2013-11-01,629.0
12165,10.0,2013-11-01,578.0
12166,11.0,2013-11-01,14.0
12167,12.0,2013-11-01,16.0
12168,1.0,2013-11-02,5635.0
12169,2.0,2013-11-02,2734.0
12170,3.0,2013-11-02,1827.0
12171,4.0,2013-11-02,1377.0
12172,5.0,2013-11-02,1160.0
12173,6.0,2013-11-02,854.0
12174,7.0,2013-11-02,832.0
12175,8.0,2013-11-02,708.0
12176,9.0,2013-11-02,629.0
12177,10.0,2013-11-02,578.0
12178,11.0,2013-11-02,14.0
12179,12.0,2013-11-02,16.0
12180,1.0,2013-11-03,5635.0
12181,2.0,2013-11-03,2734.0
12182,3.0,2013-11-03,1827.0
12183,4.0,2013-11-03,1377.0
12184,5.0,2013-11-03,1160.0
12185,6.0,2013-11-03,854.0
12186,7.0,2013-11-03,832.0
12187,8.0,2013-11-03,708.0
12188,9.0,2013-11-03,629.0
12189,10.0,2013-11-03,578.0
12190,11.0,2013-11-03,14.0
12191,12.0,2013-11-03,16.0
12192,1.0,2013-11-04,5651.0
12193,2.0,2013-11-04,2739.0
12194,3.0,2013-11-04,1830.0
12195,4.0,2013-11-04,1380.0
12196,5.0,2013-11-04,1165.0
12197,6.0,2013-11-04,857.0
12198,7.0,2013-11-04,839.0
12199,8.0,2013-11-04,708.0
12200,9.0,2013-11-04,630.0
12201,10.0,2013-11-04,578.0
12202,11.0,2013-11-04,14.0
12203,12.0,2013-11-04,16.0
12204,1.0,2013-11-05,5652.0
12205,2.0,2013-11-05,2740.0
12206,3.0,2013-11-05,1830.0
12207,4.0,2013-11-05,1380.0
12208,5.0,2013-11-05,1165.0
12209,6.0,2013-11-05,858.0
12210,7.0,2013-11-05,839.0
12211,8.0,2013-11-05,708.0
12212,9.0,2013-11-05,630.0
12213,10.0,2013-11-05,578.0
12214,11.0,2013-11-05,14.0
12215,12.0,2013-11-05,16.0
12216,1.0,2013-11-06,5654.0
12217,2.0,2013-11-06,2740.0
12218,3.0,2013-11-06,1831.0
12219,4.0,2013-11-06,1380.0
12220,5.0,2013-11-06,1165.0
12221,6.0,2013-11-06,858.0
12222,7.0,2013-11-06,839.0
12223,8.0,2013-11-06,708.0
12224,9.0,2013-11-06,630.0
12225,10.0,2013-11-06,578.0
12226,11.0,2013-11-06,14.0
12227,12.0,2013-11-06,16.0
12228,1.0,2013-11-07,5655.0
12229,2.0,2013-11-07,2740.0
12230,3.0,2013-11-07,1831.0
12231,4.0,2013-11-07,1380.0
12232,5.0,2013-11-07,1165.0
12233,6.0,2013-11-07,858.0
12234,7.0,2013-11-07,839.0
12235,8.0,2013-11-07,708.0
12236,9.0,2013-11-07,630.0
12237,10.0,2013-11-07,578.0
12238,11.0,2013-11-07,14.0
12239,12.0,2013-11-07,16.0
12240,1.0,2013-11-08,5655.0
12241,2.0,2013-11-08,2740.0
12242,3.0,2013-11-08,1831.0
12243,4.0,2013-11-08,1380.0
12244,5.0,2013-11-08,1165.0
12245,6.0,2013-11-08,858.0
12246,7.0,2013-11-08,839.0
12247,8.0,2013-11-08,708.0
12248,9.0,2013-11-08,630.0
12249,10.0,2013-11-08,578.0
12250,11.0,2013-11-08,14.0
12251,12.0,2013-11-08,16.0
12252,1.0,2013-11-09,5655.0
12253,2.0,2013-11-09,2740.0
12254,3.0,2013-11-09,1831.0
12255,4.0,2013-11-09,1380.0
12256,5.0,2013-11-09,1165.0
12257,6.0,2013-11-09,858.0
12258,7.0,2013-11-09,839.0
12259,8.0,2013-11-09,708.0
12260,9.0,2013-11-09,630.0
12261,10.0,2013-11-09,578.0
12262,11.0,2013-11-09,14.0
12263,12.0,2013-11-09,16.0
12264,1.0,2013-11-10,5655.0
12265,2.0,2013-11-10,2740.0
12266,3.0,2013-11-10,1831.0
12267,4.0,2013-11-10,1380.0
12268,5.0,2013-11-10,1165.0
12269,6.0,2013-11-10,858.0
12270,7.0,2013-11-10,839.0
12271,8.0,2013-11-10,708.0
